ISO3,NDC_INDC,TYPE_MAIN,TYPE_RECLASS,COVERAGE_SECTORS_NDCS,COVERAGE_SECTORS_CALC,ECONOMY_WIDE,COVERAGE_GASES_NDCS,COVERAGE_GASES_CALC,EMI_POP_GDP,BASEYEAR,INTENSITY_PERCAP_GDP,TARGETS,DECLINE_AFTER_YEAR,ENERGY_NDCS,IPPU_NDCS,AGRICULTURE_NDCS,LULUCF_NDCS,WASTE_NDCS,OTHER_NDCS,ENERGY_CALC,IPPU_CALC,AGRICULTURE_CALC,LULUCF_CALC,WASTE_CALC,OTHER_CALC,CO2_NDCS,CH4_NDCS,N2O_NDCS,HFCS_NDCS,PFCS_NDCS,SF6_NDCS,NF3_NDCS,CO2_CALC,CH4_CALC,N2O_CALC,HFCS_CALC,PFCS_CALC,SF6_CALC,NF3_CALC,ABS,RBY,RBU,ABU,REI,AEI
GEO,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""47.975 MtCO2eq_SAR"", ""1995"": ""8.799 MtCO2eq_SAR"", ""2011"": ""16.036 MtCO2eq"", ""2030"": ""38.42 MtCO2eq_SAR""}}}",1990,GDP,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""32.66 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""28.31 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.76 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-10.11 MtCO2eq_SAR""}}}}, ""REI"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-34%""}}, ""conditional"": {""best"": {""2030"": ""-43%""}}}}, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""32.66 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""28.31 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.76 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-10.11 MtCO2eq_SAR""}}}}}","{""REI"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-34%""}}, ""conditional"": {""best"": {""2030"": ""-43%""}}}}}",
GHA,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NAN"": [""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NO"": [""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""19.53 MtCO2eq_SAR"", ""2020"": ""37.81 MtCO2eq_SAR"", ""2025"": ""53.5 MtCO2eq_SAR"", ""2030"": ""73.95 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.08 MtCO2eq_SAR"", ""2030"": ""62.856 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""39.05 MtCO2eq_SAR"", ""2030"": ""40.67 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-12%"", ""2030"": ""-15%""}}, ""conditional"": {""best"": {""2025"": ""-27%"", ""2030"": ""-45%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-6.42 MtCO2eq_SAR"", ""2030"": ""-11.09 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""-14.45 MtCO2eq_SAR"", ""2030"": ""-33.28 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.8 tCO2eq/cap (SAR)""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,YES,YES,YES,YES,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.08 MtCO2eq_SAR"", ""2030"": ""62.856 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""39.05 MtCO2eq_SAR"", ""2030"": ""40.67 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-12%"", ""2030"": ""-15%""}}, ""conditional"": {""best"": {""2025"": ""-27%"", ""2030"": ""-45%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-6.42 MtCO2eq_SAR"", ""2030"": ""-11.09 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""-14.45 MtCO2eq_SAR"", ""2030"": ""-33.28 MtCO2eq_SAR""}}}}}",,"{""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.8 tCO2eq/cap (SAR)""}}}}}"
GIN,NDC,RBU,ABS,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NO"": [""IPPU"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""Agriculture""], ""NO"": [""IPPU"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2030"": ""55 MtCO2eq""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""38.5 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-16.5 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NO,YES,YES,NO,NAN,YES,NO,YES,NO,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""38.5 MtCO2eq""}}}}}",,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}}","{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-16.5 MtCO2eq""}}}}}",,
GMB,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",No,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2020"": ""2.800 MtCO2eq"", ""2025"": ""3.250 MtCO2eq"", ""2030"": ""3.850 MtCO2eq""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""1.807 MtCO2eq_AR4"", ""2030"": ""2.102 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-0.444%"", ""2030"": ""-0.454%""}}}}, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-1.443 MtCO2eq_AR4"", ""2030"": ""-1.748 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""1.807 MtCO2eq_AR4"", ""2030"": ""2.102 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-0.444%"", ""2030"": ""-0.454%""}}}}}","{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-1.443 MtCO2eq_AR4"", ""2030"": ""-1.748 MtCO2eq_AR4""}}}}}",,
GNB,NDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2030"": ""25 MtCO2eq"", ""2050"": ""160 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
GNQ,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,2010,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-20%"", ""2050"": ""-50%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,"{""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-20%"", ""2050"": ""-50%""}}}}}",,,,
GRC,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}}",,,,
GRD,NDC,RBY,ABS,"{""YES"": [""Energy"", ""IPPU"", ""LULUCF"", ""Waste""], ""NAN"": [""Agriculture"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""HFCS""], ""NAN"": [""N2O"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""HFCS""], ""NO"": [""N2O"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""0.2169 MtCO2eq_AR4""}}}",2010,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.1301 MtCO2eq_AR4""}}}}, ""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,NAN,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,NAN,NAN,NAN,YES,YES,NO,YES,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.1301 MtCO2eq_AR4""}}}}}","{""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
GTM,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2005"": ""31.45 MtCO2eq_SAR"", ""2030"": ""53.85 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""47.81 MtCO2eq_SAr""}}, ""conditional"": {""best"": {""2030"": ""41.66 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-11.2%""}}, ""conditional"": {""best"": {""2030"": ""-22.6%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-6.04 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-12.19 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""47.81 MtCO2eq_SAr""}}, ""conditional"": {""best"": {""2030"": ""41.66 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-11.2%""}}, ""conditional"": {""best"": {""2030"": ""-22.6%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-6.04 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-12.19 MtCO2eq_SAR""}}}}}",,
GUY,NDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Waste"", ""Other""], ""NO"": [""Agriculture""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""Agriculture"", ""IPPU"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2""], ""NO"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2""], ""NO"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2004"": ""4.617 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NO,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,,,
HKG,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
HND,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NAN"": [""LULUCF"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2012"": ""18.915 MtCO2eq_SAR"", ""2020"": ""22.027 MtCO2eq_SAR"", ""2030"": ""28.922 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""24.584 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-4.338 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NAN,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""24.584 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}}","{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-4.338 MtCO2eq_SAR""}}}}}",,
HRV,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}}",,,,
HTI,NDC,RBU,ABS,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NO"": [""IPPU"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""7.832 MtCO2eq_SAR"", ""2030"": ""20.7 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""19.7 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""14.3 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-5%""}}, ""conditional"": {""best"": {""2030"": ""-31%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-1.0 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-6.4 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,YES,NAN,YES,NO,YES,YES,YES,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""19.7 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""14.3 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-5%""}}, ""conditional"": {""best"": {""2030"": ""-31%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-1.0 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-6.4 MtCO2eq_SAR""}}}}}",,
HUN,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}}",,,,
IDN,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""1400 MtCO2eq_AR4"", ""2005"": ""1800 MtCO2eq_AR4"", ""2010"": ""1334 MtCO2eq_AR4"", ""2012"": ""1453 MtCO2eq_AR4"", ""2030"": ""2869 MtCO2eq_AR4""}, ""onlyLU"": {""2005"": ""1134.0 MtCO2eq_AR4"", ""2010"": ""647 MtCO2eq_AR4"", ""2012"": ""694.534 MtCO2eq_AR4"", ""2030"": ""714 MtCO2eq_AR4""}, ""exclLU"": {""2005"": ""758.466 MtCO2eq_AR4"", ""2010"": ""687.700 MtCO2eq_AR4"",  ""2012"": ""758.466 MtCO2eq"", ""2030"": ""2154.260 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""2034 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""1692.710 MtCO2eq_AR4""}, ""worst"": {""2030"": ""1788 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""1817 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""1675.855 MtCO2eq_AR4""}, ""worst"": {""2030"": ""1723 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15.6%""}}, ""conditional"": {""best"": {""2030"": ""-20.0%""}, ""worst"": {""2030"": ""-19.0%""}}}, ""inclLU"": {""unconditional"": {""best"": {""2030"": ""-29%""}}, ""conditional"": {""best"": {""2030"": ""-41%""}, ""worst"": {""2030"": ""-38.24%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-337 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-479.145 MtCO2eq_AR4""}, ""worst"": {""2030"": ""-431 MtCO2eq_AR4""}}}, ""inclLU"": {""unconditional"": {""best"": {""2030"": ""-834 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-1176.290 MtCO2eq_AR4""}, ""worst"": {""2030"": ""-1081 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""2034 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""1692.710 MtCO2eq_AR4""}, ""worst"": {""2030"": ""1788 MtCO2eq_AR4""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""1817 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""1675.855 MtCO2eq_AR4""}, ""worst"": {""2030"": ""1723 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15.6%""}}, ""conditional"": {""best"": {""2030"": ""-20.0%""}, ""worst"": {""2030"": ""-19.0%""}}}, ""inclLU"": {""unconditional"": {""best"": {""2030"": ""-29%""}}, ""conditional"": {""best"": {""2030"": ""-41%""}, ""worst"": {""2030"": ""-38.24%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-337 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-479.145 MtCO2eq_AR4""}, ""worst"": {""2030"": ""-431 MtCO2eq_AR4""}}}, ""inclLU"": {""unconditional"": {""best"": {""2030"": ""-834 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-1176.290 MtCO2eq_AR4""}, ""worst"": {""2030"": ""-1081 MtCO2eq_AR4""}}}}}",,
IND,NDC,REI,REI,"{""YES"": [""Energy"", ""IPPU"", ""LULUCF"", ""Waste""], ""NAN"": [""Agriculture"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""LULUCF"", ""Waste""], ""NO"": [""Agriculture"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,2005,GDP,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""-33%""}, ""best"": {""2030"": ""-35%""}}}}, ""AEI"": NaN}",nan,YES,YES,NAN,YES,YES,NAN,YES,YES,NO,YES,YES,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,"{""REI"": {""inclLU"": {""unconditional"": {""worst"": {""2030"": ""-33%""}, ""best"": {""2030"": ""-35%""}}}}}",
